X;time;peak;backend
[4, 64, 8, 4];0.0020136436505708843;0.2479693488072445;jir
[4, 64, 16, 1];0.001989405893255025;0.2509904622555051;jir
[4, 64, 16, 4];0.002013364661252126;0.24800370959693555;jir
[4, 64, 32, 1];0.0021110796369612217;0.23652442855289443;jir
[4, 64, 32, 4];0.002033725962974131;0.24552074067623836;jir
[4, 64, 64, 1];0.0022923449869267642;0.21782144817186588;jir
[4, 64, 64, 4];0.0020529311732389033;0.2432238894663605;jir
[4, 128, 1, 1];0.0024924918834585696;0.20033040351130377;jir
[4, 128, 1, 4];0.0024925699399318546;0.20032413003245797;jir
[4, 128, 2, 1];0.0020341214549262077;0.24547300435411748;jir
[4, 128, 2, 4];0.00246780103771016;0.20233474949229252;jir
[4, 128, 4, 1];0.0017796555766835809;0.2805722136933933;jir
[4, 128, 4, 4];0.002476039167959243;0.20166155334830466;jir
[4, 128, 8, 1];0.0017117779643740505;0.2916978224710895;jir
[4, 128, 8, 4];0.0024590130778960884;0.20305784839059113;jir
[4, 128, 16, 1];0.0017432925524190068;0.2864246187876164;jir
[4, 128, 16, 4];0.002414981630863622;0.2067601253692941;jir
[4, 128, 32, 1];0.0018008567858487368;0.2772690802986737;jir
[4, 128, 32, 4];0.001855305745266378;0.269131870062858;jir
[4, 256, 1, 1];0.0041728378855623305;0.11966002956633344;jir
[4, 256, 1, 4];0.0041642041760496795;0.11990812257327409;jir
[4, 256, 2, 1];0.0026291030808351934;0.18992100705434645;jir
[4, 256, 2, 4];0.0036059936974197626;0.13846998820857348;jir
[4, 256, 4, 1];0.002105163410305977;0.23718914280831546;jir
[4, 256, 4, 4];0.0036603575572371483;0.13641342326644035;jir
[4, 256, 8, 1];0.0019406784849707037;0.257292441086367;jir
[4, 256, 8, 4];0.003654439002275467;0.13663435193500229;jir
[4, 256, 16, 1];0.00184798936243169;0.270197391236532;jir
[4, 256, 16, 4];0.003666162781883031;0.1361974179731978;jir
[8, 16, 1, 1];0.0034828624920919538;0.14336538002738977;jir
[8, 16, 1, 4];0.003483456210233271;0.1433409449198925;jir
[8, 16, 2, 1];0.0034262023982591927;0.14573625452355166;jir
[8, 16, 2, 4];0.003538818273227662;0.14109848718128343;jir
[8, 16, 4, 1];0.0038991838227957487;0.12805805713563065;jir
[8, 16, 4, 4];0.0035423588706180453;0.14095745885700922;jir
[8, 16, 8, 1];0.003998861997388303;0.12486600064918892;jir
[8, 16, 8, 4];0.003545110870618373;0.14084803634781898;jir
[8, 16, 16, 1];0.003654084517620504;0.1366476069051236;jir
[8, 16, 16, 4];0.003561569901648909;0.14019713737212697;jir
[8, 16, 32, 1];0.003963503229897469;0.1259799414304556;jir
[8, 16, 32, 4];0.003558036347385496;0.14033636984310596;jir
[8, 16, 64, 1];0.004370625130832195;0.11424496263463133;jir
[8, 16, 64, 4];0.0035680762375704944;0.13994148989986083;jir
[8, 16, 128, 1];0.004449611878953874;0.11221695697182871;jir
[8, 16, 128, 4];0.0035633257939480245;0.14012805273375684;jir
[8, 32, 1, 1];0.002337599085876718;0.21360459446562186;jir
[8, 32, 1, 4];0.0023374798183795065;0.2136154934197752;jir
[8, 32, 2, 1];0.0023319987230934203;0.21411757211408294;jir
[8, 32, 2, 4];0.0023559076944366097;0.21194459610664512;jir
[8, 32, 4, 1];0.0024872101785149425;0.20075581431563563;jir
[8, 32, 4, 4];0.002370398520724848;0.2106489269193504;jir
[8, 32, 8, 1];0.002457261987728998;0.20320255115466063;jir
[8, 32, 8, 4];0.002373172901570797;0.210402665743994;jir
[8, 32, 16, 1];0.0025048028910532594;0.19934578746511344;jir
[8, 32, 16, 4];0.0023811414430383593;0.20969854866108467;jir
[8, 32, 32, 1];0.0026212685042992234;0.19048865232346535;jir
[8, 32, 32, 4];0.0024003528233151883;0.2080202126586868;jir
[8, 32, 64, 1];0.0028270766197238117;0.17662128478523;jir
[8, 32, 64, 4];0.002422271150862798;0.20613790680867805;jir
[8, 64, 1, 1];0.002300000051036477;0.2170964755139415;jir
[8, 64, 1, 4];0.0022995058388914913;0.2171431341103312;jir
[8, 64, 2, 1];0.002126635197782889;0.2347943386258583;jir
[8, 64, 2, 4];0.002043407497694716;0.24435747902717309;jir
[8, 64, 4, 1];0.0019921415369026363;0.2506457977570439;jir
[8, 64, 4, 4];0.0020629135542549193;0.24204693586506065;jir
[8, 64, 8, 1];0.0019078548648394644;0.26171901959844307;jir
[8, 64, 8, 4];0.0020644384494517;0.24186814816131771;jir
